"GO.ID","Term","Annotated","Significant","Expected","pvalue"
"GO:1902019","regulation of cilium-dependent cell motility",28,6,3.15,1
"GO:0061640","cytoskeleton-dependent cytokinesis",129,15,14.52,1
"GO:0048713","regulation of oligodendrocyte differentiation",28,2,3.15,1
"GO:0032271","regulation of protein polymerization",181,27,20.38,1
"GO:0032272","negative regulation of protein polymerization",69,13,7.77,1
"GO:0032273","positive regulation of protein polymerization",80,10,9.01,1
"GO:0019724","B cell mediated immunity",114,10,12.83,1
"GO:0019725","cellular homeostasis",671,105,75.54,1
"GO:0048730","epidermis morphogenesis",16,1,1.8,1
"GO:0051049","regulation of transport",1451,215,163.35,1
"GO:0048736","appendage development",91,14,10.24,1
"GO:0003096","renal sodium ion transport",13,1,1.46,1
"GO:0043030","regulation of macrophage activation",56,5,6.3,1
"GO:0140053","mitochondrial gene expression",169,6,19.03,1
"GO:0043038","amino acid activation",47,5,5.29,1
"GO:0043039","tRNA aminoacylation",47,5,5.29,1
"GO:0010962","regulation of glucan biosynthetic process",27,3,3.04,1
"GO:0010965","regulation of mitotic sister chromatid separation",69,4,7.77,1
"GO:0019748","secondary metabolic process",56,8,6.3,1
"GO:0071025","RNA surveillance",39,3,4.39,1
"GO:0071027","nuclear RNA surveillance",34,3,3.83,1
"GO:0019730","antimicrobial humoral response",143,7,16.1,1
"GO:0032231","regulation of actin filament bundle assembly",97,24,10.92,1
"GO:0120036","plasma membrane bounded cell projection organization",1390,228,156.48,1
"GO:0120039","plasma membrane bounded cell projection morphogenesis",545,109,61.35,1
"GO:0032239","regulation of nucleobase-containing compound transport",17,2,1.91,1
"GO:0010959","regulation of metal ion transport",315,52,35.46,1
"GO:1904505","regulation of telomere maintenance in response to DNA damage",16,1,1.8,1
"GO:0010970","transport along microtubule",192,36,21.61,1
"GO:0140029","exocytic process",85,20,9.57,1
"GO:0043009","chordate embryonic development",223,19,25.1,1
"GO:0140014","mitotic nuclear division",278,22,31.3,1
"GO:1903115","regulation of actin filament-based movement",43,4,4.84,1
"GO:0010927","cellular component assembly involved in morphogenesis",109,15,12.27,1
"GO:0003073","regulation of systemic arterial blood pressure",77,9,8.67,1
"GO:0072163","mesonephric epithelium development",66,6,7.43,1
"GO:0072164","mesonephric tubule development",66,6,7.43,1
"GO:1903146","regulation of autophagy of mitochondrion",51,7,5.74,1
"GO:0010919","regulation of inositol phosphate biosynthetic process",11,2,1.24,1
"GO:1903131","mononuclear cell differentiation",428,35,48.18,1
"GO:0003012","muscle system process",451,52,50.77,1
"GO:0003013","circulatory system process",544,71,61.24,1
"GO:0032790","ribosome disassembly",46,6,5.18,1
"GO:0003018","vascular process in circulatory system",248,26,27.92,1
"GO:0010934","macrophage cytokine production",14,2,1.58,1
"GO:1900744","regulation of p38MAPK cascade",37,2,4.17,1
"GO:1900746","regulation of vascular endothelial growth factor signaling pathway",29,4,3.26,1
"GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal",45,4,5.07,1
"GO:0072170","metanephric tubule development",21,2,2.36,1
"GO:0048869","cellular developmental process",3746,431,421.7,1
"GO:0072171","mesonephric tubule morphogenesis",42,3,4.73,1
"GO:0048856","anatomical structure development",4978,605,560.4,1
"GO:0035150","regulation of tube size",123,14,13.85,1
"GO:0007350","blastoderm segmentation",19,3,2.14,1
"GO:0007351","tripartite regional subdivision",16,3,1.8,1
"GO:0048880","sensory system development",268,36,30.17,1
"GO:0010907","positive regulation of glucose metabolic process",40,4,4.5,1
"GO:0048871","multicellular organismal-level homeostasis",654,61,73.62,1
"GO:0007389","pattern specification process",263,24,29.61,1
"GO:0036507","protein demannosylation",15,1,1.69,1
"GO:0048878","chemical homeostasis",866,121,97.49,1
"GO:0036508","protein alpha-1,2-demannosylation",15,1,1.69,1
"GO:0003009","skeletal muscle contraction",51,1,5.74,1
"GO:0072132","mesenchyme morphogenesis",42,2,4.73,1
"GO:0019883","antigen processing and presentation of endogenous antigen",27,1,3.04,1
"GO:0032784","regulation of DNA-templated transcription elongation",104,11,11.71,1
"GO:0019884","antigen processing and presentation of exogenous antigen",41,4,4.62,1
"GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I",21,1,2.36,1
"GO:0047497","mitochondrion transport along microtubule",26,5,2.93,1
"GO:0035113","embryonic appendage morphogenesis",45,7,5.07,1
"GO:0048844","artery morphogenesis",49,3,5.52,1
"GO:1904645","response to amyloid-beta",50,7,5.63,1
"GO:0021988","olfactory lobe development",21,4,2.36,1
"GO:0031396","regulation of protein ubiquitination",169,25,19.03,1
"GO:0031399","regulation of protein modification process",591,77,66.53,1
"GO:0072109","glomerular mesangium development",14,3,1.58,1
"GO:0000393","spliceosomal conformational changes to generate catalytic conformation",39,1,4.39,1
"GO:0000394","RNA splicing, via endonucleolytic cleavage and ligation",15,3,1.69,1
"GO:0032732","positive regulation of interleukin-1 production",70,10,7.88,1
"GO:1903276","regulation of sodium ion export across plasma membrane",10,2,1.13,1
"GO:0035107","appendage morphogenesis",63,8,7.09,1
"GO:0044281","small molecule metabolic process",1629,216,183.38,1
"GO:0048592","eye morphogenesis",101,16,11.37,1
"GO:0007492","endoderm development",56,3,6.3,1
"GO:0035296","regulation of tube diameter",123,14,13.85,1
"GO:0007498","mesoderm development",74,7,8.33,1
"GO:0001991","regulation of systemic arterial blood pressure by circulatory renin-angiotensin",19,1,2.14,1
"GO:0000375","RNA splicing, via transesterification reactions",333,21,37.49,1
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",329,21,37.04,1
"GO:0032890","regulation of organic acid transport",61,7,6.87,1
"GO:0046068","cGMP metabolic process",20,4,2.25,1
"GO:1905089","regulation of type 2 mitophagy",12,2,1.35,1
"GO:0031341","regulation of cell killing",94,10,10.58,1
"GO:0048562","embryonic organ morphogenesis",150,15,16.89,1
"GO:0031342","negative regulation of cell killing",33,1,3.71,1
"GO:0031344","regulation of cell projection organization",587,97,66.08,1
"GO:0031346","positive regulation of cell projection organization",321,51,36.14,1
"GO:0031347","regulation of defense response",801,95,90.17,1
"GO:0031348","negative regulation of defense response",261,33,29.38,1
"GO:0072273","metanephric nephron morphogenesis",20,1,2.25,1
"GO:0050994","regulation of lipid catabolic process",58,6,6.53,1
"GO:0044238","primary metabolic process",9327,981,1049.98,1
"GO:0031338","regulation of vesicle fusion",32,8,3.6,1
"GO:0180064","protein O-linked glycosylation via xylose",54,6,6.08,1
"GO:0048588","developmental cell growth",173,38,19.48,1
"GO:0072210","metanephric nephron development",33,3,3.71,1
"GO:0035282","segmentation",50,4,5.63,1
"GO:0001959","regulation of cytokine-mediated signaling pathway",164,17,18.46,1
"GO:0035270","endocrine system development",77,5,8.67,1
"GO:0050961","detection of temperature stimulus involved in sensory perception",17,1,1.91,1
"GO:0050962","detection of light stimulus involved in sensory perception",17,3,1.91,1
"GO:0072243","metanephric nephron epithelium development",21,2,2.36,1
"GO:0048521","negative regulation of behavior",13,2,1.46,1
"GO:0048523","negative regulation of cellular process",4877,538,549.03,1
"GO:0048525","negative regulation of viral process",73,9,8.22,1
"GO:0032881","regulation of polysaccharide metabolic process",38,4,4.28,1
"GO:0050953","sensory perception of light stimulus",197,22,22.18,1
"GO:0050954","sensory perception of mechanical stimulus",137,20,15.42,1
"GO:0048515","spermatid differentiation",189,21,21.28,1
"GO:0032878","regulation of establishment or maintenance of cell polarity",24,4,2.7,1
"GO:0032879","regulation of localization",1801,268,202.75,1
"GO:0000303","response to superoxide",21,1,2.36,1
"GO:0000305","response to oxygen radical",22,1,2.48,1
"GO:0060390","regulation of SMAD protein signal transduction",69,11,7.77,1
"GO:0001910","regulation of leukocyte mediated cytotoxicity",84,9,9.46,1
"GO:0001911","negative regulation of leukocyte mediated cytotoxicity",28,1,3.15,1
"GO:0044793","host-mediated suppression of viral proces",16,2,1.8,1
"GO:0001914","regulation of T cell mediated cytotoxicity",40,3,4.5,1
"GO:0050920","regulation of chemotaxis",186,28,20.94,1
"GO:0001941","postsynaptic membrane organization",36,2,4.05,1
"GO:0001942","hair follicle development",41,2,4.62,1
"GO:0001944","vasculature development",626,61,70.47,1
"GO:0050926","regulation of positive chemotaxis",23,3,2.59,1
"GO:0072207","metanephric epithelium development",22,2,2.48,1
"GO:0035239","tube morphogenesis",690,65,77.68,1
"GO:0033993","response to lipid",832,100,93.66,1
"GO:0006066","alcohol metabolic process",325,53,36.59,1
"GO:0180046","GPI anchored protein biosynthesis",31,3,3.49,1
"GO:0006067","ethanol metabolic process",14,3,1.58,1
"GO:0050913","sensory perception of bitter taste",30,1,3.38,1
"GO:0001936","regulation of endothelial cell proliferation",124,12,13.96,1
"GO:0000491","small nucleolar ribonucleoprotein complex assembly",12,2,1.35,1
"GO:0046006","regulation of activated T cell proliferation",37,2,4.17,1
"GO:1903789","regulation of amino acid transmembrane transport",14,2,1.58,1
"GO:0006082","organic acid metabolic process",856,114,96.36,1
"GO:0060350","endochondral bone morphogenesis",26,2,2.93,1
"GO:0050931","pigment cell differentiation",23,2,2.59,1
"GO:0060351","cartilage development involved in endochondral bone morphogenesis",13,2,1.46,1
"GO:0055123","digestive system development",79,7,8.89,1
"GO:0044784","metaphase/anaphase transition of cell cycle",107,5,12.05,1
"GO:0001906","cell killing",201,19,22.63,1
"GO:0044786","cell cycle DNA replication",40,3,4.5,1
"GO:0070920","regulation of regulatory ncRNA processing",14,2,1.58,1
"GO:0000460","maturation of 5.8S rRNA",41,3,4.62,1
"GO:0001909","leukocyte mediated cytotoxicity",123,14,13.85,1
"GO:0006022","aminoglycan metabolic process",77,5,8.67,1
"GO:0006026","aminoglycan catabolic process",33,2,3.71,1
"GO:0044770","cell cycle phase transition",517,49,58.2,1
"GO:0006029","proteoglycan metabolic process",104,12,11.71,1
"GO:0044771","meiotic cell cycle phase transition",15,1,1.69,1
"GO:0044772","mitotic cell cycle phase transition",408,40,45.93,1
"GO:0044774","mitotic DNA integrity checkpoint signaling",71,5,7.99,1
"GO:1903715","regulation of aerobic respiration",28,1,3.15,1
"GO:0048699","generation of neurons",1215,203,136.78,1
"GO:0060323","head morphogenesis",21,2,2.36,1
"GO:0035794","positive regulation of mitochondrial membrane permeability",31,2,3.49,1
"GO:0035795","negative regulation of mitochondrial membrane permeability",14,1,1.58,1
"GO:0050906","detection of stimulus involved in sensory perception",317,33,35.69,1
"GO:0050907","detection of chemical stimulus involved in sensory perception",261,25,29.38,1
"GO:0015780","nucleotide-sugar transmembrane transport",13,1,1.46,1
"GO:0006040","amino sugar metabolic process",42,3,4.73,1
"GO:0050909","sensory perception of taste",50,2,5.63,1
"GO:0070942","neutrophil mediated cytotoxicity",13,2,1.46,1
"GO:0039535","regulation of RIG-I signaling pathway",21,1,2.36,1
"GO:0006047","UDP-N-acetylglucosamine metabolic process",13,2,1.46,1
"GO:0038093","Fc receptor signaling pathway",57,9,6.42,1
"GO:0038094","Fc-gamma receptor signaling pathway",34,3,3.83,1
"GO:0060317","cardiac epithelial to mesenchymal transition",26,2,2.93,1
"GO:0000470","maturation of LSU-rRNA",32,2,3.6,1
"GO:1902369","negative regulation of RNA catabolic process",100,13,11.26,1
"GO:0060341","regulation of cellular localization",503,83,56.62,1
"GO:1900542","regulation of purine nucleotide metabolic process",79,11,8.89,1
"GO:0044743","protein transmembrane import into intracellular organelle",16,1,1.8,1
"GO:0019693","ribose phosphate metabolic process",360,56,40.53,1
"GO:1900544","positive regulation of purine nucleotide metabolic process",37,7,4.17,1
"GO:0060330","regulation of response to type II interferon",13,3,1.46,1
"GO:0007164","establishment of tissue polarity",12,3,1.35,1
"GO:0060338","regulation of type I interferon-mediated signaling pathway",39,3,4.39,1
"GO:0043367","CD4-positive, alpha-beta T cell differentiation",105,10,11.82,1
"GO:0099590","neurotransmitter receptor internalization",36,5,4.05,1
"GO:1903707","negative regulation of hemopoiesis",107,9,12.05,1
"GO:0015740","C4-dicarboxylate transport",27,4,3.04,1
"GO:1903708","positive regulation of hemopoiesis",165,9,18.57,1
"GO:0015749","monosaccharide transmembrane transport",90,9,10.13,1
"GO:0051383","kinetochore organization",32,1,3.6,1
"GO:0015732","prostaglandin transport",22,2,2.48,1
"GO:0043388","positive regulation of DNA binding",21,1,2.36,1
"GO:0031401","positive regulation of protein modification process",338,46,38.05,1
"GO:0043371","negative regulation of CD4-positive, alpha-beta T cell differentiation",20,2,2.25,1
"GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation",30,2,3.38,1
"GO:0043373","CD4-positive, alpha-beta T cell lineage commitment",31,5,3.49,1
"GO:0061919","process utilizing autophagic mechanism",575,89,64.73,1
"GO:0099563","modification of synaptic structure",42,4,4.73,1
"GO:0007127","meiosis I",110,7,12.38,1
"GO:0051310","metaphase chromosome alignment",107,14,12.05,1
"GO:0071350","cellular response to interleukin-15",10,1,1.13,1
"GO:0071353","cellular response to interleukin-4",26,1,2.93,1
"GO:0048644","muscle organ morphogenesis",54,2,6.08,1
"GO:0071354","cellular response to interleukin-6",36,2,4.05,1
"GO:0048645","animal organ formation",28,6,3.15,1
"GO:0007140","male meiotic nuclear division",42,3,4.73,1
"GO:0071359","cellular response to dsRNA",16,1,1.8,1
"GO:0035743","CD4-positive, alpha-beta T cell cytokine production",17,2,1.91,1
"GO:0035745","T-helper 2 cell cytokine production",11,2,1.24,1
"GO:0032527","protein exit from endoplasmic reticulum",47,5,5.29,1
"GO:0099587","inorganic ion import across plasma membrane",134,20,15.08,1
"GO:0032528","microvillus organization",21,3,2.36,1
"GO:0071384","cellular response to corticosteroid stimulus",54,7,6.08,1
"GO:0032510","endosome to lysosome transport via multivesicular body sorting pathway",19,1,2.14,1
"GO:0043330","response to exogenous dsRNA",29,1,3.26,1
"GO:0035739","CD4-positive, alpha-beta T cell proliferation",12,1,1.35,1
"GO:0043331","response to dsRNA",33,1,3.71,1
"GO:0140352","export from cell",831,133,93.55,1
"GO:0071378","cellular response to growth hormone stimulus",26,4,2.93,1
"GO:0075294","positive regulation by symbiont of entry into host",12,1,1.35,1
"GO:0019646","aerobic electron transport chain",88,7,9.91,1
"GO:0061900","glial cell activation",51,7,5.74,1
"GO:0071322","cellular response to carbohydrate stimulus",135,25,15.2,1
"GO:0071326","cellular response to monosaccharide stimulus",128,24,14.41,1
"GO:0099514","synaptic vesicle cytoskeletal transport",19,4,2.14,1
"GO:0099517","synaptic vesicle transport along microtubule",19,4,2.14,1
"GO:0099518","vesicle cytoskeletal trafficking",55,12,6.19,1
"GO:0031163","metallo-sulfur cluster assembly",28,2,3.15,1
"GO:0086065","cell communication involved in cardiac conduction",57,10,6.42,1
"GO:0086066","atrial cardiac muscle cell to AV node cell communication",18,2,2.03,1
"GO:0086067","AV node cell to bundle of His cell communication",12,1,1.35,1
"GO:0048608","reproductive structure development",153,16,17.22,1
"GO:0051304","chromosome separation",88,4,9.91,1
"GO:0051306","mitotic sister chromatid separation",71,4,7.99,1
"GO:0043300","regulation of leukocyte degranulation",39,3,4.39,1
